country,gender,age,yr_mrr,chd,chda,edu,physio,raf,rel,safety,love4,happy,esteem2,love5,love3,esteem1,sact,love2,love1,ms1,ms2,ms3,scoll1,scoll2,scoll3,scoll4,icoll1,icoll2,icoll3,icoll4
Saudi Arabia,2,55,27,4,4,5,2,4,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
Saudi Arabia,1,35,5,2,2,5,3,4,1,3,3,3,3,3,3,1,1,2,3,4,5,5,2,2,3,3,2,2,2,2
Saudi Arabia,1,41,14,4,4,5,3,4,1,4,2,2,1,2,1,2,1,2,2,2,2,2,2,2,3,1,3,3,2,2
Saudi Arabia,2,26,1,0,0,5,2,4,1,3,2,3,2,3,2,1,2,4,3,3,3,2,1,1,2,1,1,1,3,2
Saudi Arabia,1,35,9,3,3,5,3,4,2,2,2,2,2,3,2,2,1,3,2,3,3,3,2,1,1,2,2,1,3,2
Saudi Arabia,2,30,5,2,2,5,3,4,1,1,3,3,4,3,4,2,4,4,3,6,7,6,2,1,2,2,2,1,3,2
Saudi Arabia,1,26,2,1,1,4,3,4,2,4,2,5,4,3,4,1,2,1,2,5,4,3,5,5,2,2,1,3,3,2
Saudi Arabia,1,40,15,3,3,5,1,4,1,2,2,3,1,2,1,2,1,3,2,3,3,3,1,3,3,4,3,3,3,2
Saudi Arabia,1,44,20,3,3,4,4,4,1,1,3,4,2,3,2,2,2,2,3,2,2,2,3,4,3,3,3,4,3,2
Saudi Arabia,1,29,1,1,1,5,2,4,2,2,2,2,2,2,2,3,2,3,2,3,3,2,3,1,2,2,2,2,4,2
Saudi Arabia,1,25,1,1,1,5,3,4,1,3,1,3,4,2,4,1,1,1,1,2,2,2,1,3,1,3,4,2,4,2
Saudi Arabia,1,25,1,1,1,5,3,4,1,3,1,3,4,2,4,1,1,1,1,2,2,2,1,3,1,3,4,2,4,2
Saudi Arabia,1,28,5,3,3,5,3,4,1,1,5,5,5,5,5,1,1,1,1,1,1,1,2,3,4,2,5,4,5,2
Saudi Arabia,2,35,18,4,4,4,1,4,1,3,3,3,5,1,5,1,3,1,4,5,7,5,1,1,2,1,1,1,6,2
Saudi Arabia,2,25,5,1,1,5,1,4,3,4,1,1,1,2,1,3,3,2,6,1,1,7,1,1,1,1,1,1,1,3
Saudi Arabia,1,25,2,0,0,2,1,4,1,2,1,2,1,1,2,1,2,1,5,3,3,3,1,1,1,1,1,1,1,3
Saudi Arabia,2,28,9,3,3,3,3,4,1,2,1,1,1,2,1,1,1,2,1,3,3,3,1,1,1,3,1,1,1,3
Saudi Arabia,1,40,20,4,4,5,3,4,2,3,2,2,2,2,2,2,1,3,1,1,1,1,1,1,2,3,1,1,1,3
Saudi Arabia,2,34,13,2,2,5,3,4,2,3,2,2,2,2,2,2,1,2,2,2,2,6,2,3,1,1,1,2,1,3
Saudi Arabia,1,48,26,5,5,4,3,4,2,3,2,2,3,3,3,1,2,3,2,4,3,3,2,2,1,2,1,2,1,3
Saudi Arabia,2,29,6,2,2,5,3,4,2,3,2,2,2,4,2,3,3,2,6,3,3,5,3,2,1,1,1,1,2,3
Saudi Arabia,2,35,16,4,4,5,3,4,1,4,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,3
Saudi Arabia,2,39,14,3,3,5,3,4,2,3,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,3
Saudi Arabia,2,43,21,4,4,5,2,4,2,3,3,1,3,2,3,1,2,3,3,4,4,4,1,1,2,1,1,3,2,3
Saudi Arabia,1,33,10,3,3,5,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,3
Saudi Arabia,1,50,26,4,4,5,1,4,1,3,2,2,3,5,3,1,1,1,2,3,4,4,5,5,3,3,3,1,3,3
Saudi Arabia,1,27,4,2,2,1,5,4,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,4,1,5,1,3,3
Saudi Arabia,1,53,20,3,3,4,3,4,2,1,1,5,2,2,2,5,1,1,1,1,1,1,1,1,4,1,5,1,3,3
Saudi Arabia,2,30,14,3,3,4,2,4,3,4,3,3,2,3,2,3,3,3,3,4,4,4,2,3,3,2,3,2,3,3
Saudi Arabia,1,45,19,5,5,5,3,4,2,4,2,1,2,3,2,2,2,2,2,6,3,3,5,3,3,3,4,5,3,3
Saudi Arabia,2,30,6,2,2,5,2,4,2,1,1,1,2,1,1,1,1,2,2,3,2,3,2,2,3,3,2,1,5,3
Saudi Arabia,2,30,6,2,2,5,2,4,2,4,1,1,2,1,2,1,2,2,5,2,3,3,2,2,3,3,2,1,5,3
Saudi Arabia,1,30,2,0,0,4,4,4,1,1,1,2,3,3,3,4,2,4,3,3,2,2,4,3,2,1,4,3,5,3
Saudi Arabia,1,60,34,0,0,3,4,4,2,3,4,3,4,2,4,3,4,4,4,3,3,3,2,2,1,1,1,1,1,4
Saudi Arabia,2,48,18,4,4,4,2,4,2,1,1,3,1,3,1,1,1,2,2,1,1,1,2,1,4,1,2,1,3,4
Saudi Arabia,1,23,1,0,0,4,4,4,1,1,2,3,4,3,4,1,2,3,1,7,7,7,3,2,4,3,5,4,3,4
Saudi Arabia,1,36,12,4,4,5,3,4,1,1,3,3,3,3,3,2,2,2,6,3,2,4,2,3,4,4,2,6,3,4
Saudi Arabia,2,42,24,5,5,5,1,4,3,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,1,1,2,2,4,4
Saudi Arabia,1,27,2,1,1,5,2,4,2,4,3,2,2,2,2,1,1,1,1,1,1,1,3,3,2,4,3,4,4,4
Saudi Arabia,1,60,30,2,2,5,2,4,2,1,2,3,4,2,4,1,3,4,5,7,6,7,3,4,5,3,2,1,5,4
Saudi Arabia,2,34,12,3,3,5,3,4,2,3,3,2,2,1,2,3,2,3,5,3,3,7,1,2,1,2,2,1,1,5
Saudi Arabia,1,43,19,5,5,5,1,4,2,2,2,3,2,2,2,2,2,2,2,6,6,5,2,2,2,4,4,4,1,5
Saudi Arabia,1,38,14,4,4,5,3,4,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,3,1,1,3,5
Saudi Arabia,1,33,1,0,0,5,1,4,2,4,2,2,3,3,3,1,1,1,1,1,1,1,1,2,2,2,5,3,3,5
Saudi Arabia,1,25,1,0,0,5,3,4,2,4,3,4,2,3,2,1,1,1,4,2,2,2,3,5,5,5,3,4,3,5
Saudi Arabia,1,33,3,2,2,5,2,4,2,1,4,4,3,1,3,1,1,3,2,4,4,4,3,2,2,2,4,4,3,5
Saudi Arabia,1,49,24,1,1,4,3,4,1,2,3,4,3,5,3,1,1,1,1,2,2,2,3,5,5,5,4,5,3,5
Saudi Arabia,1,32,6,4,4,5,3,4,2,2,4,4,2,5,2,4,4,2,1,4,4,4,3,5,4,4,4,5,5,5
Saudi Arabia,1,35,1,0,0,5,2,4,3,4,3,3,3,2,3,1,1,2,1,1,1,1,3,2,1,4,5,5,5,5
Saudi Arabia,2,43,22,5,5,5,3,4,1,3,3,3,4,3,4,3,3,3,3,5,5,6,1,2,2,1,1,1,1,6
Saudi Arabia,1,34,5,2,2,5,3,5,2,3,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1
Slovakia,1,38,17,2,2,5,3,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
Slovakia,1,72,30,2,0,5,2,1,7,1,3,1,3,4,4,4,2,5,4,5,6,6,3,1,5,3,1,1,1,2
Slovakia,1,32,3,1,1,5,3,1,4,3,1,2,2,2,1,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2
Slovakia,2,31,10,0,1,5,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,4
Slovakia,2,40,20,2,2,5,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,4,4
Slovakia,2,64,42,2,0,4,3,1,2,6,5,3,2,5,5,5,5,2,5,7,7,7,3,1,5,3,3,2,5,4
Slovakia,1,33,2,0,0,4,3,1,2,3,2,2,2,2,1,2,1,2,1,3,3,3,4,2,5,3,5,3,3,5
Slovakia,1,28,1,0,0,5,3,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,2,1,4,5
Slovakia,1,24,0.5,0,0,5,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,5,2,3,1,3,6
Slovakia,2,62,42,2,0,5,3,1,4,1,2,2,2,2,1,2,2,4,2,4,3,3,3,1,6,1,2,2,5,6
Slovakia,2,64,32,0,0,5,2,2,7,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
Slovakia,2,34,17,1,1,4,3,2,4,3,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
Slovakia,2,38,18,3,3,4,3,2,2,6,1,1,2,2,1,1,1,1,1,3,2,3,3,1,3,1,2,1,1,1
Slovakia,1,37,17,3,3,5,3,2,4,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1
Slovakia,2,38,13,1,1,4,4,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,1,3,2,1,1,2,1
Slovakia,2,40,15,2,2,4,3,2,1,1,1,1,1,1,2,1,1,3,1,2,2,2,3,1,3,1,1,6,2,1
Slovakia,2,39,20,2,2,5,2,2,4,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,3,1,1,1,3,1
Slovakia,2,44,24,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1
Slovakia,2,26,2,1,1,4,4,2,2,3,2,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,3,1
Slovakia,2,27,2,0,0,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,4,1
Slovakia,2,38,20,2,2,4,3,2,4,3,1,1,1,1,1,2,1,1,1,2,2,2,3,1,6,1,1,1,4,1
Slovakia,1,61,31,3,2,4,3,2,4,4,3,3,2,3,2,2,2,2,2,6,2,4,3,2,3,5,1,2,4,1
Slovakia,1,67,22,2,1,5,3,2,4,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,3,2,2,2,4,1
Slovakia,1,41,18,2,2,5,2,2,4,3,1,2,1,1,1,1,1,2,1,1,1,1,2,2,4,2,2,2,4,1
Slovakia,2,45,21,2,2,4,3,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,3,1,1,1,6,1
Slovakia,2,42,19,3,3,5,3,2,2,2,1,2,3,2,2,2,2,2,2,3,3,3,3,1,4,3,2,1,6,1
Slovakia,2,66,45,2,0,4,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,1,2,1,7,1
Slovakia,2,35,6,1,1,5,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,2
Slovakia,2,46,25,3,1,5,3,2,3,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,4,1,1,1,2,2
Slovakia,2,42,23,2,2,5,3,2,4,4,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,1,1,2,2
Slovakia,2,27,3,1,1,5,3,2,3,5,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2
Slovakia,2,34,12,1,1,4,3,2,4,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2
Slovakia,2,49,29,1,1,5,3,2,4,5,2,2,2,1,2,2,1,2,1,3,3,3,2,1,3,2,1,1,2,2
Slovakia,2,53,34,1,0,5,2,2,4,5,2,2,2,2,1,2,1,2,1,2,2,2,2,2,5,2,1,1,2,2
Slovakia,2,49,25,2,1,3,3,2,4,1,1,1,2,2,3,2,2,3,1,3,3,3,2,2,2,2,2,2,2,2
Slovakia,1,46,19,2,2,5,2,2,7,1,2,2,2,3,3,2,2,3,2,4,4,4,2,2,3,2,2,2,2,2
Slovakia,1,37,10,2,2,3,3,2,3,4,2,3,3,4,3,1,2,3,2,3,3,3,5,2,2,2,5,2,2,2
Slovakia,1,32,8,0,0,4,3,2,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,3,2
Slovakia,2,45,20,2,2,4,3,2,7,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,4,2,1,1,3,2
Slovakia,1,63,41,2,1,5,2,2,4,2,1,2,1,1,1,1,2,1,1,1,1,2,3,1,6,2,1,1,3,2
Slovakia,1,48,24,3,3,3,3,2,4,6,1,2,1,1,1,2,1,1,1,1,1,1,3,1,6,2,1,1,3,2
Slovakia,1,40,19,3,3,4,3,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,1,3,2
Slovakia,1,52,26,2,1,5,3,2,3,2,1,2,1,1,1,2,2,2,1,1,1,1,3,3,3,4,2,1,3,2
Slovakia,2,54,29,2,2,5,3,2,5,1,2,2,2,2,2,2,4,2,2,4,4,4,3,2,2,1,2,2,3,2
Slovakia,1,44,21,2,0,5,3,2,5,3,1,2,2,2,3,2,2,3,2,5,5,5,3,2,3,2,3,2,3,2
Slovakia,2,65,40,2,0,5,3,2,5,1,1,2,1,1,3,1,1,3,1,2,2,2,4,1,4,2,1,1,4,2
Slovakia,2,26,1.5,0,0,4,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,4,2
Slovakia,2,62,36,3,0,4,4,2,2,1,3,4,5,3,4,3,3,4,2,5,5,5,4,2,6,2,1,1,5,2
Slovakia,1,31,3,0,0,4,3,2,5,4,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,5,2
Slovakia,2,45,5,2,2,5,3,2,5,4,1,1,1,1,1,1,2,2,1,3,3,3,2,1,3,2,2,2,5,2
Slovakia,2,69,48,1,1,4,4,2,3,1,1,2,1,1,1,1,1,1,1,3,3,3,1,1,6,1,1,1,6,2
Slovakia,1,67,44,2,0,4,3,2,4,1,2,2,3,4,3,2,2,3,2,2,2,2,3,2,6,2,2,2,6,2
Slovakia,2,31,3,1,1,5,3,2,2,7,1,1,1,1,1,1,1,2,1,1,2,3,2,2,5,3,2,2,6,2
Slovakia,2,53,23,3,1,5,3,2,4,1,1,2,2,1,1,1,1,2,1,1,1,1,3,1,6,1,2,1,7,2
Slovakia,2,43,20,3,3,4,4,2,1,4,4,2,4,4,5,4,5,5,4,7,7,7,6,5,6,6,2,1,7,2
Slovakia,2,34,3,1,5,5,2,2,2,4,1,2,1,2,1,2,1,1,1,1,1,1,3,1,2,2,1,1,1,3
Slovakia,2,37,18,2,2,4,3,2,2,3,1,2,1,1,1,3,1,1,1,3,3,3,2,2,1,2,2,1,1,3
Slovakia,2,60,32,2,0,5,1,2,3,4,1,1,2,1,2,2,2,2,1,2,2,2,3,1,3,3,3,1,1,3
Slovakia,2,47,20,4,4,5,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
Slovakia,2,58,37,3,0,4,4,2,4,2,2,3,3,2,2,1,3,2,2,4,6,5,2,2,3,1,1,1,2,3
Slovakia,2,63,43,2,0,4,2,2,4,1,2,2,3,4,3,3,4,2,2,4,5,5,3,2,3,1,1,1,2,3
Slovakia,2,34,11,3,3,5,5,2,1,5,1,3,2,1,1,2,3,2,1,3,4,2,2,1,2,2,1,1,2,3
Slovakia,1,37,11,3,3,5,4,2,4,7,1,1,1,1,1,1,1,2,1,2,2,2,3,2,4,2,1,1,2,3
Slovakia,1,52,10,1,1,5,2,2,4,3,1,1,1,1,2,1,1,2,1,2,2,2,3,2,2,2,2,1,2,3
Slovakia,2,34,15,2,2,5,3,2,3,2,2,3,2,2,3,4,2,4,3,5,5,5,4,2,2,2,2,1,2,3
Slovakia,1,62,35,2,0,5,2,2,4,1,2,2,2,3,3,2,2,3,2,2,6,5,2,1,3,3,2,1,2,3
Slovakia,2,38,19,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,2,2,2,2,3
Slovakia,2,35,16,2,4,4,4,2,7,1,1,1,1,1,1,1,1,1,1,1,7,6,2,2,3,1,1,1,3,3
Slovakia,2,46,23,2,0,4,4,2,7,1,3,2,2,5,5,1,3,4,2,5,5,5,3,4,7,7,1,1,3,3
Slovakia,2,24,4,1,1,4,2,2,4,2,1,3,1,1,2,2,1,2,1,3,2,3,4,1,3,1,2,1,3,3
Slovakia,1,48,25,2,2,5,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,3
Slovakia,2,49,11,2,0,4,3,2,4,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,2,3,3
Slovakia,2,49,29,3,0,4,3,2,4,6,1,2,2,2,4,2,2,2,2,3,3,3,3,2,5,5,3,2,3,3
Slovakia,2,45,27,2,1,5,1,2,1,3,1,1,1,1,1,1,1,1,1,7,1,1,7,4,2,4,1,3,3,3
Slovakia,1,35,11,2,2,5,2,2,3,2,1,2,2,2,1,2,2,1,2,2,2,2,3,2,3,1,2,1,4,3
Slovakia,2,30,7,2,2,5,3,2,2,1,1,1,1,1,2,2,2,2,1,3,3,3,2,1,3,3,2,1,4,3
Slovakia,2,39,15,1,1,5,3,2,4,6,1,1,2,1,1,1,2,3,1,3,2,3,3,1,3,1,4,2,4,3
Slovakia,2,40,20,3,3,4,3,2,3,4,1,1,2,1,1,2,2,2,1,1,2,2,1,1,5,2,1,1,5,3
Slovakia,2,35,7,1,1,4,4,2,4,1,2,4,2,2,2,2,2,2,3,6,4,4,2,1,5,6,1,1,5,3
Slovakia,2,38,16,2,2,5,3,2,3,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,3,3,1,1,6,3
Slovakia,2,26,7,2,2,4,3,2,1,4,1,1,2,2,1,1,1,3,1,1,1,1,7,2,2,2,3,2,6,3
Slovakia,1,41,25,6,6,5,4,2,2,2,1,3,2,2,1,1,2,1,1,2,2,2,3,2,6,3,3,2,6,3
Slovakia,2,29,2,0,0,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,4
Slovakia,2,29,11,2,2,4,3,2,2,4,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,4
Slovakia,1,29,7,1,1,5,3,2,6,5,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,4
Slovakia,1,48,26,2,2,5,3,2,4,2,1,2,1,1,1,1,1,2,1,3,3,3,2,1,3,2,2,1,3,4
Slovakia,2,45,25,3,3,4,3,2,4,2,1,1,1,1,1,2,1,2,1,2,6,2,2,1,2,3,2,1,3,4
Slovakia,2,37,15,2,2,4,3,2,4,1,1,2,1,1,1,1,1,1,1,1,1,2,4,1,3,1,3,1,3,4
Slovakia,2,37,13,2,2,4,5,2,6,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,4,2,2,3,4
Slovakia,2,61,32,2,2,5,4,2,3,1,2,2,3,1,3,2,1,3,2,3,2,2,5,1,2,1,1,1,4,4
Slovakia,2,37,18,2,2,4,3,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,3,1,3,1,1,1,4,4
Slovakia,1,40,18,1,1,5,2,2,3,5,1,2,2,1,2,1,1,2,1,1,1,1,3,3,6,1,1,1,4,4
Slovakia,2,22,2,1,1,4,3,2,4,1,1,1,2,1,1,1,2,3,1,4,4,4,2,1,4,2,1,1,4,4
Slovakia,2,42,22,2,2,5,3,2,4,6,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,2,1,1,4,4
Slovakia,2,25,2,1,1,5,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,2,1,1,4,4
Slovakia,2,40,16,3,3,5,3,2,4,3,1,2,3,2,1,1,1,1,1,2,2,2,3,1,6,2,1,1,4,4
Slovakia,1,35,3,1,1,5,2,2,4,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,6,2,1,1,4,4
Slovakia,2,41,2,2,0,4,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,3,1,1,4,4
Slovakia,2,40,20,2,2,5,4,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4
Slovakia,2,42,19,3,3,5,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,6,2,4,1,4,4
Slovakia,2,28,6,2,2,5,4,2,2,5,1,1,1,1,1,2,1,1,1,1,1,1,4,2,3,2,2,2,4,4
Slovakia,1,44,16,3,3,4,3,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,4,4,2,2,4,4
Slovakia,2,62,30,3,3,4,3,2,1,1,1,1,3,4,4,2,1,3,1,2,2,2,3,2,4,4,3,2,4,4
Slovakia,2,58,37,2,1,4,2,2,4,4,3,2,3,4,3,2,3,4,1,3,3,3,5,3,7,3,4,3,4,4
Slovakia,2,62,37,1,0,5,4,2,4,2,1,2,1,1,2,2,2,2,2,2,2,2,3,3,5,5,4,3,4,4
Slovakia,2,41,22,3,3,4,4,2,4,1,3,3,3,3,4,4,4,4,3,6,6,6,4,1,5,3,1,1,5,4
Slovakia,1,61,31,3,2,5,2,2,2,1,2,2,1,4,2,1,1,2,1,2,1,2,2,1,5,2,2,1,5,4
Slovakia,2,64,40,2,0,5,3,2,4,4,4,2,3,4,5,3,3,5,3,5,6,4,2,1,3,3,2,2,5,4
Slovakia,2,29,3,2,2,5,3,2,4,5,1,2,2,2,2,2,1,2,1,2,2,2,3,2,6,1,2,2,6,4
Slovakia,2,45,23,1,1,4,2,2,4,1,1,2,2,1,2,1,2,2,2,3,3,3,3,2,5,3,2,2,6,4
Slovakia,2,32,13,2,2,5,3,2,1,2,2,3,2,2,3,2,3,3,3,3,3,3,3,1,2,2,2,1,7,4
Slovakia,2,39,20,2,2,4,2,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,1,1,1,5
Slovakia,2,49,20,1,1,4,3,2,6,1,2,1,1,4,2,1,2,3,2,4,4,6,3,2,6,2,2,1,2,5
Slovakia,2,36,16,2,2,4,3,2,5,2,1,2,1,1,1,1,1,2,1,2,2,2,5,1,5,5,2,1,2,5
Slovakia,2,37,15,2,2,4,3,2,4,2,2,2,1,2,2,3,4,4,3,5,5,5,2,2,3,3,1,1,3,5
Slovakia,1,49,28,2,1,5,3,2,4,4,1,3,1,2,2,1,1,3,1,1,1,1,3,2,4,5,2,2,3,5
Slovakia,2,31,13,2,2,4,3,2,5,2,1,4,3,4,4,1,3,2,3,5,6,5,6,2,3,2,1,1,4,5
Slovakia,2,46,25,3,3,4,3,2,2,6,1,2,2,1,2,1,1,1,1,2,2,2,1,1,4,5,1,1,4,5
Slovakia,2,68,47,3,0,5,2,2,4,1,1,1,2,1,2,2,1,3,2,2,2,2,3,1,6,6,1,1,4,5
Slovakia,1,39,13,2,2,5,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,1,4,5
Slovakia,2,34,13,2,2,4,4,2,4,4,1,2,1,1,1,1,1,2,1,2,2,2,3,2,2,2,2,2,4,5
Slovakia,2,59,38,2,0,4,3,2,4,1,1,2,2,3,1,1,2,1,1,2,2,1,1,1,2,2,1,1,5,5
Slovakia,2,36,16,3,3,4,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,5
Slovakia,2,62,40,3,0,4,3,2,4,1,1,2,4,3,3,1,2,4,2,3,3,3,2,1,4,2,1,1,5,5
Slovakia,2,31,4,1,1,5,3,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,2,1,1,5,5
Slovakia,2,35,12,1,1,5,2,2,4,2,1,2,2,2,1,1,2,2,1,3,3,3,3,1,3,3,2,1,5,5
Slovakia,2,35,11,2,2,5,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,3,1,5,5
Slovakia,2,62,38,2,0,4,3,2,4,2,5,5,5,5,5,4,5,5,5,7,7,7,7,3,2,1,2,2,5,5
Slovakia,1,40,18,2,2,5,3,2,3,4,3,2,3,4,3,2,4,4,3,5,5,5,4,4,4,4,2,2,5,5
Slovakia,2,65,39,3,0,4,3,2,4,4,3,3,4,4,4,4,3,4,3,5,5,5,3,3,5,5,3,3,5,5
Slovakia,1,35,16,2,2,5,4,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,6,5
Slovakia,2,61,38,2,0,4,1,2,4,1,2,1,3,3,5,2,2,4,2,4,4,3,2,1,6,2,1,1,6,5
Slovakia,2,38,12,2,2,4,3,2,4,4,1,1,1,2,1,1,1,1,1,2,2,2,2,2,6,6,1,1,6,5
Slovakia,2,47,11,1,1,4,3,2,5,4,1,1,2,1,1,1,2,1,1,2,2,2,2,1,5,3,2,1,6,5
Slovakia,2,72,36,0,0,4,3,2,4,1,2,3,3,3,4,2,2,3,2,3,2,2,4,4,3,4,2,2,6,5
Slovakia,2,40,20,3,3,4,2,2,1,7,3,1,1,4,4,1,1,5,2,4,4,4,1,1,7,1,1,1,7,5
Slovakia,2,57,31,2,0,4,3,2,4,5,2,2,3,4,4,2,2,4,2,4,4,4,3,3,5,5,3,1,2,6
Slovakia,2,31,7,2,2,4,3,2,4,4,1,2,3,1,1,1,1,1,1,1,1,1,3,1,2,2,3,3,2,6
Slovakia,2,51,29,3,2,5,3,2,4,5,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,3,6
Slovakia,1,37,6,0,0,4,6,2,7,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,2,1,1,3,6
Slovakia,1,46,22,2,2,4,4,2,4,4,3,4,4,4,3,3,3,5,3,5,5,5,4,2,4,3,2,2,4,6
Slovakia,2,48,9,1,1,5,4,2,4,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,4,3,1,1,5,6
Slovakia,1,41,19,1,1,5,3,2,3,1,1,1,1,2,2,2,1,2,1,4,4,4,3,2,6,2,2,2,5,6
Slovakia,1,32,8,2,2,4,3,2,4,6,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,6,6
Slovakia,2,35,4,1,1,5,3,2,1,6,3,3,4,3,4,4,4,3,3,5,6,5,3,2,3,2,1,1,6,6
Slovakia,2,29,3,0,0,5,3,2,4,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,6,2,1,1,6,6
Slovakia,2,36,18,2,2,4,3,2,4,5,3,2,3,3,3,3,3,3,4,7,7,7,3,1,3,5,3,1,6,6
Slovakia,2,40,20,1,1,5,2,2,5,2,1,1,2,2,1,2,2,3,2,3,3,3,2,1,3,2,2,2,6,6
Slovakia,1,51,29,2,0,5,2,2,3,6,1,2,2,3,2,1,1,2,1,2,2,2,2,1,6,2,2,2,6,6
Slovakia,2,40,20,2,2,5,3,2,4,1,3,2,3,3,3,2,3,2,2,3,3,4,3,2,6,2,2,2,6,6
Slovakia,2,35,16,2,2,5,3,2,5,4,2,2,2,2,2,2,2,2,1,2,2,3,3,2,6,2,2,2,6,6
Slovakia,2,39,20,2,2,4,3,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,6,6
Slovakia,1,36,3,1,1,4,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,7,6
Slovakia,2,30,5,1,1,4,3,2,4,7,1,2,1,1,1,2,2,3,1,2,2,2,2,1,4,1,2,1,7,6
Slovakia,2,42,23,2,2,4,3,2,4,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,6,2,1,2,7,6
Slovakia,1,23,4,1,1,4,3,2,4,7,1,2,1,3,1,1,1,3,1,2,2,2,4,3,6,2,2,2,3,7
